image, method, ite, acc, alpha, beta
000001_000029, GCmax-DT-w12, 11, 0.9941, 0.100000, -1.000000
000001_000030, GCmax-w1, 1, 0.0000, -1.000000, -1.000000
000001_000030, GCmax-w1, 2, 0.4864, -1.000000, -1.000000
000001_000030, GCmax-w1, 3, 0.0206, -1.000000, -1.000000
000001_000030, GCmax-w1, 4, 0.0336, -1.000000, -1.000000
000001_000030, GCmax-w1, 5, 0.0717, -1.000000, -1.000000
000001_000030, GCmax-w1, 6, 0.7415, -1.000000, -1.000000
000001_000030, GCmax-w1, 7, 0.9213, -1.000000, -1.000000
000001_000030, GCmax-w1, 8, 0.8500, -1.000000, -1.000000
000001_000030, GCmax-w1, 9, 0.8537, -1.000000, -1.000000
000001_000030, GCmax-w1, 10, 0.9500, -1.000000, -1.000000
000001_000030, GCmax-w1, 11, 0.9910, -1.000000, -1.000000
000001_000030, GCsum-w3, 1, 0.0000, -1.000000, -1.000000
000001_000030, GCsum-w3, 2, 0.4864, -1.000000, -1.000000
000001_000030, GCsum-w3, 3, 0.0009, -1.000000, -1.000000
000001_000030, GCsum-w3, 4, 0.0056, -1.000000, -1.000000
000001_000030, GCsum-w3, 5, 0.0343, -1.000000, -1.000000
000001_000030, GCsum-w3, 6, 0.6780, -1.000000, -1.000000
000001_000030, GCsum-w3, 7, 0.6992, -1.000000, -1.000000
000001_000030, GCsum-w3, 8, 0.7005, -1.000000, -1.000000
000001_000030, GCsum-w3, 9, 0.7031, -1.000000, -1.000000
000001_000030, GCsum-w3, 10, 0.7031, -1.000000, -1.000000
000001_000030, GCsum-w3, 11, 0.8399, -1.000000, -1.000000
000001_000030, GCsum-w3, 12, 0.9656, -1.000000, -1.000000
000001_000030, GCsum-w3, 13, 0.9656, -1.000000, -1.000000
000001_000030, GCsum-w3, 14, 0.9656, -1.000000, -1.000000
000001_000030, GCsum-w3, 15, 0.9657, -1.000000, -1.000000
000001_000030, GCsum-w3, 16, 0.9657, -1.000000, -1.000000
000001_000030, GCmax-DT-w5, 1, 0.0000, -1.000000, -1.000000
000001_000030, GCmax-DT-w5, 2, 0.4864, -1.000000, -1.000000
000001_000030, GCmax-DT-w5, 3, 0.9314, -1.000000, -1.000000
000001_000030, GCmax-DT-w5, 4, 0.8090, -1.000000, -1.000000
000001_000030, GCmax-DT-w5, 5, 0.9757, -1.000000, -1.000000
000001_000030, GCmax-DT-w5, 6, 0.9907, -1.000000, -1.000000
000001_000030, GCmax-DT-w9, 1, 0.0000, -1.000000, -1.000000
000001_000030, GCmax-DT-w9, 2, 0.4864, -1.000000, -1.000000
000001_000030, GCmax-DT-w9, 3, 0.9294, -1.000000, -1.000000
000001_000030, GCmax-DT-w9, 4, 0.8059, -1.000000, -1.000000
000001_000030, GCmax-DT-w9, 5, 0.8249, -1.000000, -1.000000
000001_000030, GCmax-DT-w9, 6, 0.9717, -1.000000, -1.000000
000001_000030, GCmax-DT-w9, 7, 0.9824, -1.000000, -1.000000
000001_000030, GCmax-DT-w9, 8, 0.9927, -1.000000, -1.000000
000001_000030, GCmax-w2, 1, 0.0000, -1.000000, -1.000000
000001_000030, GCmax-w2, 2, 0.4864, 0.250000, -1.000000
000001_000030, GCmax-w2, 3, 0.9426, 0.250000, -1.000000
000001_000030, GCmax-w2, 4, 0.6719, 0.250000, -1.000000
000001_000030, GCmax-w2, 5, 0.7181, 0.250000, -1.000000
000001_000030, GCmax-w2, 6, 0.7218, 0.250000, -1.000000
000001_000030, GCmax-w2, 7, 0.7284, 0.250000, -1.000000
000001_000030, GCmax-w2, 8, 0.7289, 0.250000, -1.000000
000001_000030, GCmax-w2, 9, 0.8348, 0.250000, -1.000000
000001_000030, GCmax-w2, 10, 0.8954, 0.250000, -1.000000
000001_000030, GCmax-w2, 11, 0.8954, 0.250000, -1.000000
000001_000030, GCmax-w2, 12, 0.9490, 0.250000, -1.000000
000001_000030, GCmax-w2, 13, 0.9776, 0.250000, -1.000000
000001_000030, GCmax-w2, 14, 0.9776, 0.250000, -1.000000
000001_000030, GCmax-w2, 15, 0.9823, 0.250000, -1.000000
000001_000030, GCmax-w2, 16, 0.9868, 0.250000, -1.000000
000001_000030, GCsum-w4, 1, 0.0000, -1.000000, -1.000000
000001_000030, GCsum-w4, 2, 0.4864, 0.100000, 70.000000
000001_000030, GCsum-w4, 3, 0.0015, 0.100000, 70.000000
000001_000030, GCsum-w4, 4, 0.0057, 0.100000, 70.000000
000001_000030, GCsum-w4, 5, 0.0099, 0.100000, 70.000000
000001_000030, GCsum-w4, 6, 0.6212, 0.100000, 70.000000
000001_000030, GCsum-w4, 7, 0.6455, 0.100000, 70.000000
000001_000030, GCsum-w4, 8, 0.6505, 0.100000, 70.000000
000001_000030, GCsum-w4, 9, 0.6511, 0.100000, 70.000000
000001_000030, GCsum-w4, 10, 0.9479, 0.100000, 70.000000
000001_000030, GCsum-w4, 11, 0.6512, 0.100000, 70.000000
000001_000030, GCsum-w4, 12, 0.7469, 0.100000, 70.000000
000001_000030, GCsum-w4, 13, 0.8728, 0.100000, 70.000000
000001_000030, GCsum-w4, 14, 0.9240, 0.100000, 70.000000
000001_000030, GCsum-w4, 15, 0.9617, 0.100000, 70.000000
000001_000030, GCsum-w4, 16, 0.9651, 0.100000, 70.000000
000001_000030, GCmax-DT-w6, 1, 0.0000, -1.000000, -1.000000
000001_000030, GCmax-DT-w6, 2, 0.4864, 0.200000, -1.000000
000001_000030, GCmax-DT-w6, 3, 0.9371, 0.200000, -1.000000
000001_000030, GCmax-DT-w6, 4, 0.6409, 0.200000, -1.000000
000001_000030, GCmax-DT-w6, 5, 0.9861, 0.200000, -1.000000
000001_000030, GCmax-DT-w6, 6, 0.9911, 0.200000, -1.000000
000001_000030, GCmax-DT-w10, 1, 0.0000, -1.000000, -1.000000
000001_000030, GCmax-DT-w10, 2, 0.4864, 0.100000, -1.000000
000001_000030, GCmax-DT-w10, 3, 0.9298, 0.100000, -1.000000
000001_000030, GCmax-DT-w10, 4, 0.8003, 0.100000, -1.000000
000001_000030, GCmax-DT-w10, 5, 0.9751, 0.100000, -1.000000
000001_000030, GCmax-DT-w10, 6, 0.9889, 0.100000, -1.000000
000001_000030, GCmax-DT-w10, 7, 0.9881, 0.100000, -1.000000
000001_000030, GCmax-DT-w10, 8, 0.9909, 0.100000, -1.000000
000001_000030, GCmax-DT-w7, 1, 0.0000, -1.000000, -1.000000
000001_000030, GCmax-DT-w7, 2, 0.4864, -1.000000, -1.000000
000001_000030, GCmax-DT-w7, 3, 0.9313, -1.000000, -1.000000
000001_000030, GCmax-DT-w7, 4, 0.8424, -1.000000, -1.000000
000001_000030, GCmax-DT-w7, 5, 0.9764, -1.000000, -1.000000
000001_000030, GCmax-DT-w7, 6, 0.9926, -1.000000, -1.000000
000001_000030, GCmax-DT-w11, 1, 0.0000, -1.000000, -1.000000
000001_000030, GCmax-DT-w11, 2, 0.4864, -1.000000, -1.000000
000001_000030, GCmax-DT-w11, 3, 0.9301, -1.000000, -1.000000
000001_000030, GCmax-DT-w11, 4, 0.8045, -1.000000, -1.000000
000001_000030, GCmax-DT-w11, 5, 0.9323, -1.000000, -1.000000
000001_000030, GCmax-DT-w11, 6, 0.9678, -1.000000, -1.000000
000001_000030, GCmax-DT-w11, 7, 0.9709, -1.000000, -1.000000
000001_000030, GCmax-DT-w11, 8, 0.9874, -1.000000, -1.000000
000001_000030, GCmax-DT-w11, 9, 0.9919, -1.000000, -1.000000
000001_000030, GCmax-DT-w8, 1, 0.0000, -1.000000, -1.000000
000001_000030, GCmax-DT-w8, 2, 0.4864, 0.200000, -1.000000
000001_000030, GCmax-DT-w8, 3, 0.9401, 0.200000, -1.000000
000001_000030, GCmax-DT-w8, 4, 0.6524, 0.200000, -1.000000
000001_000030, GCmax-DT-w8, 5, 0.9895, 0.200000, -1.000000
000001_000030, GCmax-DT-w8, 6, 0.9941, 0.200000, -1.000000
000001_000030, GCmax-DT-w12, 1, 0.0000, -1.000000, -1.000000
000001_000030, GCmax-DT-w12, 2, 0.4864, 0.100000, -1.000000
000001_000030, GCmax-DT-w12, 3, 0.9306, 0.100000, -1.000000
000001_000030, GCmax-DT-w12, 4, 0.8007, 0.100000, -1.000000
000001_000030, GCmax-DT-w12, 5, 0.9761, 0.100000, -1.000000
000001_000030, GCmax-DT-w12, 6, 0.9874, 0.100000, -1.000000
000001_000030, GCmax-DT-w12, 7, 0.9898, 0.100000, -1.000000
000001_000030, GCmax-DT-w12, 8, 0.9930, 0.100000, -1.000000
000001_000032, GCmax-w1, 1, 0.0000, -1.000000, -1.000000
000001_000032, GCmax-w1, 2, 0.1137, -1.000000, -1.000000
000001_000032, GCmax-w1, 3, 0.9877, -1.000000, -1.000000
000001_000032, GCsum-w3, 1, 0.0000, -1.000000, -1.000000
000001_000032, GCsum-w3, 2, 0.1137, -1.000000, -1.000000
000001_000032, GCsum-w3, 3, 0.9867, -1.000000, -1.000000
000001_000032, GCmax-DT-w5, 1, 0.0000, -1.000000, -1.000000
000001_000032, GCmax-DT-w5, 2, 0.1137, -1.000000, -1.000000
000001_000032, GCmax-DT-w5, 3, 0.9844, -1.000000, -1.000000
000001_000032, GCmax-DT-w9, 1, 0.0000, -1.000000, -1.000000
000001_000032, GCmax-DT-w9, 2, 0.1137, -1.000000, -1.000000
000001_000032, GCmax-DT-w9, 3, 0.9828, -1.000000, -1.000000
000001_000032, GCmax-w2, 1, 0.0000, -1.000000, -1.000000
000001_000032, GCmax-w2, 2, 0.1137, 0.250000, -1.000000
000001_000032, GCmax-w2, 3, 0.9880, 0.250000, -1.000000
000001_000032, GCsum-w4, 1, 0.0000, -1.000000, -1.000000
000001_000032, GCsum-w4, 2, 0.1137, 0.100000, 70.000000
000001_000032, GCsum-w4, 3, 0.9876, 0.100000, 70.000000
000001_000032, GCmax-DT-w6, 1, 0.0000, -1.000000, -1.000000
000001_000032, GCmax-DT-w6, 2, 0.1137, 0.200000, -1.000000
000001_000032, GCmax-DT-w6, 3, 0.9883, 0.200000, -1.000000
000001_000032, GCmax-DT-w10, 1, 0.0000, -1.000000, -1.000000
000001_000032, GCmax-DT-w10, 2, 0.1137, 0.100000, -1.000000
000001_000032, GCmax-DT-w10, 3, 0.9862, 0.100000, -1.000000
000001_000032, GCmax-DT-w7, 1, 0.0000, -1.000000, -1.000000
000001_000032, GCmax-DT-w7, 2, 0.1137, -1.000000, -1.000000
000001_000032, GCmax-DT-w7, 3, 0.9852, -1.000000, -1.000000
000001_000032, GCmax-DT-w11, 1, 0.0000, -1.000000, -1.000000
000001_000032, GCmax-DT-w11, 2, 0.1137, -1.000000, -1.000000
000001_000032, GCmax-DT-w11, 3, 0.9826, -1.000000, -1.000000
000001_000032, GCmax-DT-w8, 1, 0.0000, -1.000000, -1.000000
000001_000032, GCmax-DT-w8, 2, 0.1137, 0.200000, -1.000000
000001_000032, GCmax-DT-w8, 3, 0.9885, 0.200000, -1.000000
000001_000032, GCmax-DT-w12, 1, 0.0000, -1.000000, -1.000000
000001_000032, GCmax-DT-w12, 2, 0.1137, 0.100000, -1.000000
000001_000032, GCmax-DT-w12, 3, 0.9862, 0.100000, -1.000000
000001_000034, GCmax-w1, 1, 0.0000, -1.000000, -1.000000
000001_000034, GCmax-w1, 2, 0.2990, -1.000000, -1.000000
000001_000034, GCmax-w1, 3, 0.6111, -1.000000, -1.000000
000001_000034, GCmax-w1, 4, 0.7901, -1.000000, -1.000000
000001_000034, GCmax-w1, 5, 0.7070, -1.000000, -1.000000
000001_000034, GCmax-w1, 6, 0.8033, -1.000000, -1.000000
000001_000034, GCmax-w1, 7, 0.8857, -1.000000, -1.000000
000001_000034, GCmax-w1, 8, 0.8980, -1.000000, -1.000000
000001_000034, GCmax-w1, 9, 0.8984, -1.000000, -1.000000
000001_000034, GCmax-w1, 10, 0.8986, -1.000000, -1.000000
000001_000034, GCmax-w1, 11, 0.9055, -1.000000, -1.000000
000001_000034, GCmax-w1, 12, 0.9098, -1.000000, -1.000000
000001_000034, GCmax-w1, 13, 0.9131, -1.000000, -1.000000
000001_000034, GCmax-w1, 14, 0.9168, -1.000000, -1.000000
000001_000034, GCmax-w1, 15, 0.9232, -1.000000, -1.000000
000001_000034, GCmax-w1, 16, 0.9237, -1.000000, -1.000000
000001_000034, GCsum-w3, 1, 0.0000, -1.000000, -1.000000
000001_000034, GCsum-w3, 2, 0.2990, -1.000000, -1.000000
000001_000034, GCsum-w3, 3, 0.5326, -1.000000, -1.000000
000001_000034, GCsum-w3, 4, 0.5417, -1.000000, -1.000000
000001_000034, GCsum-w3, 5, 0.5490, -1.000000, -1.000000
000001_000034, GCsum-w3, 6, 0.5491, -1.000000, -1.000000
000001_000034, GCsum-w3, 7, 0.5786, -1.000000, -1.000000
000001_000034, GCsum-w3, 8, 0.5788, -1.000000, -1.000000
000001_000034, GCsum-w3, 9, 0.5793, -1.000000, -1.000000
000001_000034, GCsum-w3, 10, 0.6716, -1.000000, -1.000000
000001_000034, GCsum-w3, 11, 0.6717, -1.000000, -1.000000
000001_000034, GCsum-w3, 12, 0.6724, -1.000000, -1.000000
000001_000034, GCsum-w3, 13, 0.7654, -1.000000, -1.000000
000001_000034, GCsum-w3, 14, 0.7952, -1.000000, -1.000000
000001_000034, GCsum-w3, 15, 0.7953, -1.000000, -1.000000
000001_000034, GCsum-w3, 16, 0.9001, -1.000000, -1.000000
000001_000034, GCmax-DT-w5, 1, 0.0000, -1.000000, -1.000000
000001_000034, GCmax-DT-w5, 2, 0.2990, -1.000000, -1.000000
000001_000034, GCmax-DT-w5, 3, 0.5799, -1.000000, -1.000000
000001_000034, GCmax-DT-w5, 4, 0.4180, -1.000000, -1.000000
000001_000034, GCmax-DT-w5, 5, 0.4527, -1.000000, -1.000000
000001_000034, GCmax-DT-w5, 6, 0.6254, -1.000000, -1.000000
000001_000034, GCmax-DT-w5, 7, 0.7888, -1.000000, -1.000000
000001_000034, GCmax-DT-w5, 8, 0.8492, -1.000000, -1.000000
000001_000034, GCmax-DT-w5, 9, 0.8948, -1.000000, -1.000000
000001_000034, GCmax-DT-w5, 10, 0.9274, -1.000000, -1.000000
000001_000034, GCmax-DT-w5, 11, 0.9495, -1.000000, -1.000000
000001_000034, GCmax-DT-w5, 12, 0.9546, -1.000000, -1.000000
000001_000034, GCmax-DT-w5, 13, 0.9428, -1.000000, -1.000000
000001_000034, GCmax-DT-w5, 14, 0.9533, -1.000000, -1.000000
000001_000034, GCmax-DT-w5, 15, 0.9596, -1.000000, -1.000000
000001_000034, GCmax-DT-w5, 16, 0.9620, -1.000000, -1.000000
000001_000034, GCmax-DT-w9, 1, 0.0000, -1.000000, -1.000000
000001_000034, GCmax-DT-w9, 2, 0.2990, -1.000000, -1.000000
000001_000034, GCmax-DT-w9, 3, 0.6624, -1.000000, -1.000000
000001_000034, GCmax-DT-w9, 4, 0.5221, -1.000000, -1.000000
000001_000034, GCmax-DT-w9, 5, 0.4516, -1.000000, -1.000000
000001_000034, GCmax-DT-w9, 6, 0.8048, -1.000000, -1.000000
000001_000034, GCmax-DT-w9, 7, 0.9580, -1.000000, -1.000000
000001_000034, GCmax-DT-w9, 8, 0.9640, -1.000000, -1.000000
000001_000034, GCmax-DT-w9, 9, 0.9445, -1.000000, -1.000000
000001_000034, GCmax-DT-w9, 10, 0.9676, -1.000000, -1.000000
000001_000034, GCmax-w2, 1, 0.0000, -1.000000, -1.000000
000001_000034, GCmax-w2, 2, 0.2990, 0.250000, -1.000000
000001_000034, GCmax-w2, 3, 0.7047, 0.250000, -1.000000
000001_000034, GCmax-w2, 4, 0.7138, 0.250000, -1.000000
000001_000034, GCmax-w2, 5, 0.7359, 0.250000, -1.000000
000001_000034, GCmax-w2, 6, 0.8729, 0.250000, -1.000000
000001_000034, GCmax-w2, 7, 0.8732, 0.250000, -1.000000
000001_000034, GCmax-w2, 8, 0.8784, 0.250000, -1.000000
000001_000034, GCmax-w2, 9, 0.8887, 0.250000, -1.000000
000001_000034, GCmax-w2, 10, 0.8968, 0.250000, -1.000000
000001_000034, GCmax-w2, 11, 0.9101, 0.250000, -1.000000
000001_000034, GCmax-w2, 12, 0.9115, 0.250000, -1.000000
000001_000034, GCmax-w2, 13, 0.9127, 0.250000, -1.000000
000001_000034, GCmax-w2, 14, 0.9142, 0.250000, -1.000000
000001_000034, GCmax-w2, 15, 0.9194, 0.250000, -1.000000
000001_000034, GCmax-w2, 16, 0.9205, 0.250000, -1.000000
000001_000034, GCsum-w4, 1, 0.0000, -1.000000, -1.000000
000001_000034, GCsum-w4, 2, 0.2990, 0.100000, 70.000000
000001_000034, GCsum-w4, 3, 0.2798, 0.100000, 70.000000
000001_000034, GCsum-w4, 4, 0.3817, 0.100000, 70.000000
000001_000034, GCsum-w4, 5, 0.3824, 0.100000, 70.000000
000001_000034, GCsum-w4, 6, 0.7746, 0.100000, 70.000000
000001_000034, GCsum-w4, 7, 0.7764, 0.100000, 70.000000
000001_000034, GCsum-w4, 8, 0.8707, 0.100000, 70.000000
000001_000034, GCsum-w4, 9, 0.8884, 0.100000, 70.000000
000001_000034, GCsum-w4, 10, 0.9094, 0.100000, 70.000000
000001_000034, GCsum-w4, 11, 0.9147, 0.100000, 70.000000
000001_000034, GCsum-w4, 12, 0.9166, 0.100000, 70.000000
000001_000034, GCsum-w4, 13, 0.9207, 0.100000, 70.000000
000001_000034, GCsum-w4, 14, 0.9296, 0.100000, 70.000000
000001_000034, GCsum-w4, 15, 0.9340, 0.100000, 70.000000
000001_000034, GCsum-w4, 16, 0.9359, 0.100000, 70.000000
000001_000034, GCmax-DT-w6, 1, 0.0000, -1.000000, -1.000000
000001_000034, GCmax-DT-w6, 2, 0.2990, 0.200000, -1.000000
000001_000034, GCmax-DT-w6, 3, 0.5877, 0.200000, -1.000000
000001_000034, GCmax-DT-w6, 4, 0.4287, 0.200000, -1.000000
000001_000034, GCmax-DT-w6, 5, 0.5652, 0.200000, -1.000000
000001_000034, GCmax-DT-w6, 6, 0.6691, 0.200000, -1.000000
000001_000034, GCmax-DT-w6, 7, 0.8321, 0.200000, -1.000000
000001_000034, GCmax-DT-w6, 8, 0.8537, 0.200000, -1.000000
000001_000034, GCmax-DT-w6, 9, 0.8892, 0.200000, -1.000000
000001_000034, GCmax-DT-w6, 10, 0.9308, 0.200000, -1.000000
000001_000034, GCmax-DT-w6, 11, 0.9586, 0.200000, -1.000000
000001_000034, GCmax-DT-w6, 12, 0.9603, 0.200000, -1.000000
000001_000034, GCmax-DT-w6, 13, 0.9624, 0.200000, -1.000000
000001_000034, GCmax-DT-w6, 14, 0.9662, 0.200000, -1.000000
000001_000034, GCmax-DT-w6, 15, 0.9673, 0.200000, -1.000000
000001_000034, GCmax-DT-w6, 16, 0.9620, 0.200000, -1.000000
000001_000034, GCmax-DT-w10, 1, 0.0000, -1.000000, -1.000000
000001_000034, GCmax-DT-w10, 2, 0.2990, 0.100000, -1.000000
000001_000034, GCmax-DT-w10, 3, 0.6662, 0.100000, -1.000000
000001_000034, GCmax-DT-w10, 4, 0.5604, 0.100000, -1.000000
000001_000034, GCmax-DT-w10, 5, 0.9681, 0.100000, -1.000000
000001_000034, GCmax-DT-w10, 6, 0.5405, 0.100000, -1.000000
000001_000034, GCmax-DT-w10, 7, 0.9631, 0.100000, -1.000000
000001_000034, GCmax-DT-w10, 8, 0.9742, 0.100000, -1.000000
000001_000034, GCmax-DT-w10, 9, 0.9763, 0.100000, -1.000000
000001_000034, GCmax-DT-w10, 10, 0.7792, 0.100000, -1.000000
000001_000034, GCmax-DT-w10, 11, 0.9114, 0.100000, -1.000000
000001_000034, GCmax-DT-w10, 12, 0.9457, 0.100000, -1.000000
000001_000034, GCmax-DT-w10, 13, 0.9610, 0.100000, -1.000000
000001_000034, GCmax-DT-w10, 14, 0.9639, 0.100000, -1.000000
000001_000034, GCmax-DT-w10, 15, 0.9653, 0.100000, -1.000000
000001_000034, GCmax-DT-w10, 16, 0.9669, 0.100000, -1.000000
000001_000034, GCmax-DT-w7, 1, 0.0000, -1.000000, -1.000000
000001_000034, GCmax-DT-w7, 2, 0.2990, -1.000000, -1.000000
000001_000034, GCmax-DT-w7, 3, 0.5795, -1.000000, -1.000000
000001_000034, GCmax-DT-w7, 4, 0.4183, -1.000000, -1.000000
000001_000034, GCmax-DT-w7, 5, 0.4507, -1.000000, -1.000000
000001_000034, GCmax-DT-w7, 6, 0.5869, -1.000000, -1.000000
000001_000034, GCmax-DT-w7, 7, 0.7143, -1.000000, -1.000000
000001_000034, GCmax-DT-w7, 8, 0.7413, -1.000000, -1.000000
000001_000034, GCmax-DT-w7, 9, 0.7852, -1.000000, -1.000000
000001_000034, GCmax-DT-w7, 10, 0.8301, -1.000000, -1.000000
000001_000034, GCmax-DT-w7, 11, 0.8705, -1.000000, -1.000000
000001_000034, GCmax-DT-w7, 12, 0.8999, -1.000000, -1.000000
000001_000034, GCmax-DT-w7, 13, 0.9216, -1.000000, -1.000000
000001_000034, GCmax-DT-w7, 14, 0.9449, -1.000000, -1.000000
000001_000034, GCmax-DT-w7, 15, 0.9450, -1.000000, -1.000000
000001_000034, GCmax-DT-w7, 16, 0.9514, -1.000000, -1.000000
000001_000034, GCmax-DT-w11, 1, 0.0000, -1.000000, -1.000000
000001_000034, GCmax-DT-w11, 2, 0.2990, -1.000000, -1.000000
000001_000034, GCmax-DT-w11, 3, 0.6538, -1.000000, -1.000000
000001_000034, GCmax-DT-w11, 4, 0.5176, -1.000000, -1.000000
000001_000034, GCmax-DT-w11, 5, 0.4952, -1.000000, -1.000000
000001_000034, GCmax-DT-w11, 6, 0.7866, -1.000000, -1.000000
000001_000034, GCmax-DT-w11, 7, 0.9059, -1.000000, -1.000000
000001_000034, GCmax-DT-w11, 8, 0.9112, -1.000000, -1.000000
000001_000034, GCmax-DT-w11, 9, 0.9275, -1.000000, -1.000000
000001_000034, GCmax-DT-w11, 10, 0.9559, -1.000000, -1.000000
000001_000034, GCmax-DT-w11, 11, 0.9662, -1.000000, -1.000000
000001_000034, GCmax-DT-w11, 12, 0.9697, -1.000000, -1.000000
000001_000034, GCmax-DT-w11, 13, 0.9570, -1.000000, -1.000000
000001_000034, GCmax-DT-w11, 14, 0.9709, -1.000000, -1.000000
000001_000034, GCmax-DT-w11, 15, 0.9694, -1.000000, -1.000000
000001_000034, GCmax-DT-w11, 16, 0.9719, -1.000000, -1.000000
000001_000034, GCmax-DT-w8, 1, 0.0000, -1.000000, -1.000000
000001_000034, GCmax-DT-w8, 2, 0.2990, 0.200000, -1.000000
000001_000034, GCmax-DT-w8, 3, 0.5892, 0.200000, -1.000000
000001_000034, GCmax-DT-w8, 4, 0.5444, 0.200000, -1.000000
000001_000034, GCmax-DT-w8, 5, 0.6430, 0.200000, -1.000000
000001_000034, GCmax-DT-w8, 6, 0.7102, 0.200000, -1.000000
000001_000034, GCmax-DT-w8, 7, 0.8259, 0.200000, -1.000000
000001_000034, GCmax-DT-w8, 8, 0.8463, 0.200000, -1.000000
000001_000034, GCmax-DT-w8, 9, 0.8830, 0.200000, -1.000000
000001_000034, GCmax-DT-w8, 10, 0.9234, 0.200000, -1.000000
000001_000034, GCmax-DT-w8, 11, 0.9508, 0.200000, -1.000000
000001_000034, GCmax-DT-w8, 12, 0.9547, 0.200000, -1.000000
000001_000034, GCmax-DT-w8, 13, 0.9542, 0.200000, -1.000000
000001_000034, GCmax-DT-w8, 14, 0.9605, 0.200000, -1.000000
000001_000034, GCmax-DT-w8, 15, 0.9624, 0.200000, -1.000000
000001_000034, GCmax-DT-w8, 16, 0.9660, 0.200000, -1.000000
000001_000034, GCmax-DT-w12, 1, 0.0000, -1.000000, -1.000000
000001_000034, GCmax-DT-w12, 2, 0.2990, 0.100000, -1.000000
000001_000034, GCmax-DT-w12, 3, 0.6680, 0.100000, -1.000000
000001_000034, GCmax-DT-w12, 4, 0.5518, 0.100000, -1.000000
000001_000034, GCmax-DT-w12, 5, 0.5679, 0.100000, -1.000000
000001_000034, GCmax-DT-w12, 6, 0.9449, 0.100000, -1.000000
000001_000034, GCmax-DT-w12, 7, 0.9638, 0.100000, -1.000000
000001_000034, GCmax-DT-w12, 8, 0.9655, 0.100000, -1.000000
000001_000034, GCmax-DT-w12, 9, 0.9741, 0.100000, -1.000000
000001_000034, GCmax-DT-w12, 10, 0.9755, 0.100000, -1.000000
000001_000034, GCmax-DT-w12, 11, 0.9463, 0.100000, -1.000000
000001_000034, GCmax-DT-w12, 12, 0.9629, 0.100000, -1.000000
000001_000034, GCmax-DT-w12, 13, 0.9693, 0.100000, -1.000000
000001_000034, GCmax-DT-w12, 14, 0.9643, 0.100000, -1.000000
000001_000034, GCmax-DT-w12, 15, 0.9669, 0.100000, -1.000000
000001_000034, GCmax-DT-w12, 16, 0.9696, 0.100000, -1.000000
000001_000035, GCmax-w1, 1, 0.0000, -1.000000, -1.000000
000001_000035, GCmax-w1, 2, 0.3119, -1.000000, -1.000000
000001_000035, GCmax-w1, 3, 0.4247, -1.000000, -1.000000
000001_000035, GCmax-w1, 4, 0.4268, -1.000000, -1.000000
000001_000035, GCmax-w1, 5, 0.4352, -1.000000, -1.000000
000001_000035, GCmax-w1, 6, 0.5827, -1.000000, -1.000000
000001_000035, GCmax-w1, 7, 0.6454, -1.000000, -1.000000
000001_000035, GCmax-w1, 8, 0.0235, -1.000000, -1.000000
000001_000035, GCmax-w1, 9, 0.4874, -1.000000, -1.000000
000001_000035, GCmax-w1, 10, 0.6730, -1.000000, -1.000000
000001_000035, GCmax-w1, 11, 0.6849, -1.000000, -1.000000
000001_000035, GCmax-w1, 12, 0.6997, -1.000000, -1.000000
000001_000035, GCmax-w1, 13, 0.6998, -1.000000, -1.000000
000001_000035, GCmax-w1, 14, 0.7239, -1.000000, -1.000000
000001_000035, GCmax-w1, 15, 0.7640, -1.000000, -1.000000
000001_000035, GCmax-w1, 16, 0.7797, -1.000000, -1.000000
000001_000035, GCsum-w3, 1, 0.0000, -1.000000, -1.000000
000001_000035, GCsum-w3, 2, 0.3119, -1.000000, -1.000000
000001_000035, GCsum-w3, 3, 0.0289, -1.000000, -1.000000
000001_000035, GCsum-w3, 4, 0.3119, -1.000000, -1.000000
000001_000035, GCsum-w3, 5, 0.3119, -1.000000, -1.000000
000001_000035, GCsum-w3, 6, 0.3230, -1.000000, -1.000000
000001_000035, GCsum-w3, 7, 0.3233, -1.000000, -1.000000
000001_000035, GCsum-w3, 8, 0.4624, -1.000000, -1.000000
000001_000035, GCsum-w3, 9, 0.7043, -1.000000, -1.000000
000001_000035, GCsum-w3, 10, 0.7252, -1.000000, -1.000000
000001_000035, GCsum-w3, 11, 0.7253, -1.000000, -1.000000
000001_000035, GCsum-w3, 12, 0.7253, -1.000000, -1.000000
000001_000035, GCsum-w3, 13, 0.7563, -1.000000, -1.000000
000001_000035, GCsum-w3, 14, 0.7572, -1.000000, -1.000000
000001_000035, GCsum-w3, 15, 0.7580, -1.000000, -1.000000
000001_000035, GCsum-w3, 16, 0.7582, -1.000000, -1.000000
000001_000035, GCmax-DT-w5, 1, 0.0000, -1.000000, -1.000000
000001_000035, GCmax-DT-w5, 2, 0.3119, -1.000000, -1.000000
000001_000035, GCmax-DT-w5, 3, 0.4247, -1.000000, -1.000000
000001_000035, GCmax-DT-w5, 4, 0.6331, -1.000000, -1.000000
000001_000035, GCmax-DT-w5, 5, 0.7804, -1.000000, -1.000000
000001_000035, GCmax-DT-w5, 6, 0.8823, -1.000000, -1.000000
000001_000035, GCmax-DT-w5, 7, 0.8818, -1.000000, -1.000000
000001_000035, GCmax-DT-w5, 8, 0.9051, -1.000000, -1.000000
000001_000035, GCmax-DT-w5, 9, 0.9089, -1.000000, -1.000000
000001_000035, GCmax-DT-w5, 10, 0.8569, -1.000000, -1.000000
